"account_type","account_class","account_group","account","account_number"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Cable Rental","418019"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Catering-Chargers","418086"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Catering-SDSU","418087"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","City E&D Lease-MYF","418041"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","City Fire#43 Lease-BF","418042"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","City Police Lease - MYF","418105"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Commercial Filming","418011"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Commerical Leasing","418045"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Community Srv Ctr Room Rental","418098"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-Chargers","418080"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions - Other Events","418020"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-Pkg Lot Events","418082"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-SDSU","418081"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-Sport Club","418083"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-Sport Club Chargers","418084"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concessions-Sport Club SDSU","418085"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Concourse & Parking Garage","418053"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Crabtree Building Rent","418056"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Damage Charges","418017"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Def Comp Int-Disbursing","418010"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Def Comp Int-Fix Variable","418009"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Electrical Charges","418018"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","HBJ Parking Garage","418049"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Hodges Recreation Fund","418032"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Horton Plaza Parking Garage","418060"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Kayak Instructional Camp","418107"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Lease Penalties","418057"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Lease-Police Decentralization","418040"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Lease Revenue","418037"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Lease Revenue - Sunset Cliffs","418038"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Municipal Parking Garage","418048"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Non Profit Administration","422071"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Office Space Rent","418016"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Other Centre City Rental","418047"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Other Land/Bldg Leases","418039"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Other Midway/Frontier Rent","418055"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Other Parks Rents and Concessions","418111"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Padres Rental Payment","418043"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Parking Garage Fees","418058"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Perimeter Use Permit","418012"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Petco Park Special Events","418090"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Qualcomm Stadium Rent - Lights","418015"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Qualcomm Stadium Rent - Parking Lot","418014"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Refuse Collect Personnel","422171"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Refuse Removal-Stadium Parking Lot","418100"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Reimbursable Svcs - Chargers","418102"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Reimburseable Svcs - Padres","418103"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Remote Radio Broadcasts","418013"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Rental-Agricultural Land","418031"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Rental Fees","418094"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Rental Of Non-Agricultural Land","418030"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Rent from Water Dept","418106"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Rents/Concessions","418027"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Spanish Village Licenses","418029"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Special Events - Other","418028"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Sports Arena Rentals","418054"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Club Rental","418089"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Parking","418021"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Parking-SDSU","418088"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Rent- Chargers","418077"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Rent- SDSU","418078"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Rent - Team Store","418079"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Stadium Tours","418022"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Tailgate Parking Reservations","418101"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Tecote Canyon Golf Fee-READ","422122"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Telecom Lease","418035"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","Util-Water, Wastewater, Storm Drains","418095"
"Revenue from the Use of Money and Property","Other Rents and Concessions","Other Rents and Concessions","World Trade Center Lease","418046"
"Revenue from the Use of Money and Property","Other Revenue from Money and Property","Other Revenue from Money and Property","Bond Premium","423125"
"Revenue from the Use of Money and Property","Pueblo Lands","Pueblo Lands","Pueblo Lands - Other","418033"
"Sales Taxes","Safety Sales Tax","Safety Sales Tax","Safety Sales Tax Quarterly Report/YE Close Adjust","413007"
"Sales Taxes","Safety Sales Tax","Safety Sales Tax","Sales Tax-Prop Tax 1/2 Cent","413003"
"Sales Taxes","Sales Tax","Sales Tax","Sales Taxes","413001"
"Sales Taxes","Sales Tax","Sales Tax","Sales Taxes-Prop A","413002"
"Sales Taxes","Sales Tax","Sales Tax","Sales Tax Quarterly Report/YE Close Adjustment","413006"
"Sales Taxes","Sales Tax","Sales Tax","Sales Tax Triple Flip","413004"
"Special Assessments","Special Assessments","Special Assessments","Business Improvement District Assmts","412007"
"Special Assessments","Special Assessments","Special Assessments","Business Improvement District Assmts - H","412009"
"Special Assessments","Special Assessments","Special Assessments","Business Improvement District Assmts - P","412008"
"Special Assessments","Special Assessments","Special Assessments","Delinq Special Assesments-Non County","412003"
"Special Assessments","Special Assessments","Special Assessments","Delinquency-P&I-1915 Act","412004"
"Special Assessments","Special Assessments","Special Assessments","Delinquency-P&I-CFDs","412006"
"Special Assessments","Special Assessments","Special Assessments","Delinquency-P&I-LMDs","412005"
"Special Assessments","Special Assessments","Special Assessments","Special Assessments City Coll","412001"
"Special Assessments","Special Assessments","Special Assessments","Special Assessments City Fee Coll","412002"
"Special Assessments","Special Assessments","Special Assessments","Tourism Marketing District Assmt Penalti","412011"
"Special Assessments","Special Assessments","Special Assessments","Tourism Marketing District Assmts","412010"
"Special Assessments","Special Assessments","Special Assessments","Tourism Marketing District Assmts Audit Deficiency","412012"
"Transfers In","Transfers In","Transfers In","Transfer In","424070"
"Transfers In","Transfers In","Transfers In","Transfer in from Low/Mod","424084"
"Transfers In","Transfers In","Transfers In","Transfer in from Tax Increment","424085"
"Transfers In","Transfers In","Transfers In","Transfers From Governmental Funds","424087"
"Transfers In","Transfers In","Transfers In","Transfers From Other Funds","424088"
"Transfers In","Transfers In","Transfers In","Transfers From Proprietary Funds","424086"
"Transfers In","Transfers In","Transfers In","Transfers From TOT","424090"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1 1/2-Nvy Fld P&I 8/94","414023"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1.5% Effective 8/94","414014"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1.5% Navy Field 8/94","414016"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1.5% Penalty 8/94","414015"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1% 8/88","414008"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1 Cent TOT Effective 6/89","414011"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1 Cent TOT Penalty 6/89","414012"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1% Pen&I Navy Fld Only, District 80","414020"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1% Pen & Int (-) Navy Field","414007"
"Transient Occupancy Taxes","Transient Occupancy Taxes","Transient Occupancy Taxes","TOT 1% Pen&Int (-) Navy Field","414009"
